trade_execution_identifier,trade_execution_event_number,trade_execution_event_type_code,trade_execution_date,trade_execution_time,trade_execution_event_date,trade_execution_event_time,trade_allocation_relationship_code,allocated_trade_execution_id,allocated_trade_execution_date,trade_purpose,firm_identifier,originator_identifier,originator_system,originating_organization_identifier,submission_channel,automated_channel,solicited_indicator,system_entry_date,system_entry_time,trade_approval_indicator,buyer_identifier,buyer_account_identifier,buyer_type_code,buyer_organization,seller_identifier,seller_account,seller_type_code,seller_organization,seller_position_code,customer_accounting,customer_position,security_identifier,security_short_name,isin_identifier,product_category,product_type,product_subtype,market_identifier,unit_quantity,price_issuing,price_base,trade_execution_currency,principal_amount_issuing,principal_amount_base,yield_percentage,yield_method_code,agent_identifier,executing_desk_identifier,executing_sub_desk_identifier,executing_desk_country_code,trading_account,trader_position,trader_position_code,commission_amount_issuing,commission_amount_base,mutual_fund_load_fee_issuing,mutual_fund_load_fee_base,riskless_principal_indicator,riskless_principal_reference_identifier,settlement_date,nonstandard_settlement_indicator,settlement_type,settlement_currency,settlement_instruction,order_identifier,order_placement_date,order_execution_sequence_number,source_system_order_remaining_unit_qty,structured_deal,ipo_indicator,new_issue_indicator,replaced_trade_execution_identifier,replaced_trade_execution_date,cancellation_or_correction_reason,business_domain,jurisdiction,source_system
2015,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2015,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10014,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1016,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2016,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2016,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2016,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2016,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10015,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1017,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2017,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2017,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2017,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2017,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10016,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1018,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2018,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2018,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2018,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2018,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10017,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1019,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2019,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2019,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2019,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2019,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10018,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1020,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2020,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2020,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2020,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2020,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10019,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1021,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2021,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2021,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2021,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2021,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10020,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1022,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2022,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2022,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2022,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2022,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10021,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1023,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2023,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2023,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2023,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2023,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10022,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1024,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2024,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2024,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2024,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2024,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10023,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1025,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2025,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2025,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2025,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2025,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10024,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1026,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2026,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2026,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2026,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2026,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10025,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1027,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2027,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2027,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2027,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2027,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10026,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1028,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2028,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2028,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2028,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2028,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
10027,1,NW,2019-03-15,10:16:22-04:00:00,2019-03-15,10:16:22-04:00:00,S,,,TRADE,C:009877665,S:KarenScott,Z-EMS,,,,,2019-03-15,10:18:37-04:00:00,Y,S:KarenScott,C:009877665,CI,,NYSE,,XC,,L,,,C.N,C,US1729674242,EQT,Common Stock,,NYSE,200,64.11,64.11,USD,12822,12822.0,,,S:KarenScott,PROP01,ARBITRAGE99,USA,T:002949898,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,1029,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2029,1,NW,2019-03-15,10:17:02-04:00:00,2019-03-15,10:17:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:002922222,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2029,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
2029,2,CR,2019-03-15,10:17:02-04:00:00,2019-03-15,10:22:02-04:00:00,S,,,TRADE,C:55255544,S:CarlMcGuire,Z-EMS,,,,,2019-03-15,10:20:12-04:00:00,Y,S:CarlMcGuire,C:55255544,CI,,NASQ,,XC,,L,,,MSFT.OQ,MSFT,US5949181045 ,EQT,Common Stock,,NASQ,3000,104.32,104.32,USD,312960,10882.6624,,,S:CarlMcGuire,PROP01,CASHEQ,USA,T:132238188,,,9.95,9.95,,,N,,2019-03-20,N,CASH,USD,Ensure settlement is done in USD,2029,2019-03-15,1,,,,,,,,,Institutional Client,Z-EMS
